Name,year,AcresBurned,Counties,Started,Extinguished,Latitude,Longitude,MajorIncident,PersonnelInvolved,duration_days,start_date,day_of_year
Jerusalem Fire,2015,25118,Lake,2015-08-09T15:34:00Z,2015-08-25T06:45:00Z,38.8142503,-122.4867319,TRUE,NA,15.63263888888889,2015-08-09,221
Anza Fire,2015,543,Riverside,2015-08-10T11:44:00Z,2015-08-15T17:30:00Z,33.5736,-116.5387,FALSE,NA,5.240277777777778,2015-08-10,222
Horno Fire,2015,1850,San Diego,2015-08-13T13:03:00Z,2015-08-18T19:00:00Z,0,0,FALSE,NA,5.247916666666667,2015-08-13,225
Mark Fire,2015,114,Calaveras,2015-08-13T16:15:00Z,2015-08-18T07:15:00Z,38.052,-120.5577,TRUE,20,4.625,2015-08-13,225
Rustic Fire,2015,186,Ventura,2015-08-14T15:22:00Z,2015-08-16T12:00:00Z,0,0,FALSE,NA,1.8597222222222223,2015-08-14,226
Walker Fire,2015,3676,Mono,2015-08-14T21:31:00Z,2015-08-23T17:45:00Z,0,0,FALSE,NA,8.843055555555555,2015-08-14,226
Tulloch Fire,2015,112,Tuolumne,2015-08-15T16:11:00Z,2015-08-16T19:20:00Z,37.83618,-120.61691,FALSE,NA,1.13125,2015-08-15,227
Cuesta Fire,2015,2446,San Luis Obispo,2015-08-16T18:13:00Z,2015-08-28T18:15:00Z,35.3477,-120.6269,TRUE,692,12.001388888888888,2015-08-16,228
Lincoln Fire,2015,374,Los Angeles,2015-08-16T13:30:00Z,2015-08-20T08:10:00Z,0,0,FALSE,NA,3.7777777777777777,2015-08-16,228
Warm Fire,2015,300,Los Angeles,2015-08-16T15:30:00Z,2015-08-16T20:00:00Z,0,0,FALSE,NA,0.1875,2015-08-16,228
Horse Fire,2015,146,Humboldt,2015-08-18T18:30:00Z,2015-08-29T07:00:00Z,40.1058823,-124.0720419,TRUE,45,10.520833333333334,2015-08-18,230
Tesla Fire,2015,2700,Alameda,2015-08-19T14:45:00Z,2015-08-22T18:30:00Z,37.3845,-121.3732,TRUE,18,3.15625,2015-08-19,231
Flat Fire,2015,167,Kern,2015-08-20T15:57:00Z,2015-08-21T18:45:00Z,0,0,FALSE,NA,1.1166666666666667,2015-08-20,232
Prairie Fire,2015,69,Siskiyou,2015-08-20T16:00:00Z,2015-08-22T18:00:00Z,0,0,FALSE,NA,2.0833333333333335,2015-08-20,232
Peterson Fire,2015,215,Lake,2015-08-22T17:30:00Z,2015-08-27T15:15:00Z,38.925764,-122.879272,TRUE,NA,4.90625,2015-08-22,234
Grade Fire,2015,22,Lake,2015-08-24T12:12:00Z,2015-08-25T18:30:00Z,38.831478,-122.53428,FALSE,NA,1.2625,2015-08-24,236
Democrat Fire,2015,128,Trinity,2015-08-25T14:08:00Z,2015-08-29T18:45:00Z,40.724898,-122.96174,TRUE,NA,4.192361111111111,2015-08-25,237
Kramer Fire,2015,30,Lassen,2015-08-29T16:06:00Z,2015-08-30T08:00:00Z,41.12362,-121.194256,FALSE,NA,0.6625,2015-08-29,241
Elk Fire,2015,673,Lake,2015-09-02T14:57:00Z,2015-09-08T19:28:00Z,55.23,-122,TRUE,270,6.188194444444444,2015-09-02,245
Apple Fire,2015,110,Sacramento,2015-09-03T12:12:00Z,2015-09-03T14:30:00Z,0,0,TRUE,NA,0.09583333333333334,2015-09-03,246
Tenaya Fire,2015,415,Mariposa,2015-09-07T21:23:00Z,2015-09-11T11:00:00Z,0,0,FALSE,NA,3.567361111111111,2015-09-07,250
Browns Fire,2015,35,Trinity,2015-09-08T15:56:00Z,2015-09-10T17:05:00Z,40,41.46,FALSE,NA,2.0479166666666666,2015-09-08,251
Antelope Fire,2015,45,Kern,2015-09-09T11:45:00Z,2015-09-15T19:10:00Z,0,0,FALSE,NA,6.309027777777778,2015-09-09,252
Center Fire,2015,40,Lassen,2015-09-09T14:12:00Z,2015-09-10T07:49:00Z,40.400196,-120.553075,FALSE,NA,0.7340277777777777,2015-09-09,252
Pacheco Fire,2015,215,Santa Clara,2015-09-09T15:58:00Z,2015-09-10T18:50:00Z,0,0,FALSE,NA,1.1194444444444445,2015-09-09,252
Lumpkin Fire,2015,1042,Butte,2015-09-11T14:15:00Z,2015-09-17T19:30:00Z,39.5218,-121.3363,TRUE,613,6.21875,2015-09-11,254
Laureles Fire,2015,95,Monterey,2015-09-19T15:25:00Z,2015-09-21T18:20:00Z,36.5696373,-121.7556029,FALSE,NA,2.1215277777777777,2015-09-19,262
McCourtney Fire,2015,30,Nevada,2015-09-22T07:00:00Z,2015-09-21T14:36:00Z,39.081,-121.194,FALSE,NA,-0.6833333333333333,2015-09-22,265
Munjar Fire,2015,104,Butte,2015-10-02T14:38:00Z,2015-10-02T17:50:00Z,39.8707,-121.8938,FALSE,NA,0.13333333333333333,2015-10-02,275
Meridian Fire,2015,860,Butte,2015-10-03T21:15:00Z,2015-10-04T18:40:00Z,0,0,TRUE,102,0.8923611111111112,2015-10-03,276
Military Fire,2015,58,Siskiyou,2015-10-10T12:00:00Z,2015-10-10T18:45:00Z,0,0,FALSE,NA,0.28125,2015-10-10,283
Cienega Fire,2015,670,San Benito,2015-10-12T16:00:00Z,2015-10-16T18:00:00Z,36.70854,-121.32734,TRUE,108,4.083333333333333,2015-10-12,285
Gibraltar Fire,2015,21,Santa Barbara,2015-10-29T05:30:00Z,2015-11-09T12:00:00Z,34.4828,-119.63216,FALSE,NA,11.270833333333334,2015-10-29,302
Potrero Fire,2015,50,Ventura,2015-11-07T01:45:00Z,2015-11-07T16:45:00Z,34.15,-118.879444,FALSE,NA,0.625,2015-11-07,311
Banister Fire,2015,29,Ventura,2015-11-11T17:40:00Z,2015-11-12T18:00:00Z,0,0,FALSE,NA,1.0138888888888888,2015-11-11,315
Gorman Fire,2016,0,Los Angeles,2016-04-19T13:09:00Z,2016-04-19T15:30:00Z,34.6888731,-118.7892593,FALSE,NA,0.09791666666666667,2016-04-19,110
Taglio Fire,2016,30,Merced,2016-04-24T11:10:00Z,2016-04-24T15:30:00Z,37.2171,-121.08036,FALSE,NA,0.18055555555555555,2016-04-24,115
Casitas Fire,2016,50,Ventura,2016-04-28T19:00:00Z,2016-04-30T07:00:00Z,0,0,FALSE,NA,1.5,2016-04-28,119
Hills Fire,2016,151,Fresno,2016-04-28T17:45:00Z,2016-04-29T17:15:00Z,0,0,FALSE,NA,0.9791666666666666,2016-04-28,119
Shedd Fire,2016,150,San Luis Obispo,2016-05-10T16:11:00Z,2016-05-10T18:45:00Z,35.61961,-120.39993,FALSE,NA,0.10694444444444444,2016-05-10,131
Bryson Fire,2016,25,Monterey,2016-05-12T14:13:00Z,2016-05-12T20:45:00Z,35.8378273,-121.0381507,FALSE,NA,0.2722222222222222,2016-05-12,133
Edison Fire,2016,20,Ventura,2016-05-12T14:13:00Z,2016-05-13T22:30:00Z,0,0,FALSE,NA,1.3451388888888889,2016-05-12,133
Avocado Fire,2016,132,Fresno,2016-05-15T16:38:00Z,2016-05-17T19:10:00Z,36.78769,-119.38248,FALSE,NA,2.1055555555555556,2016-05-15,136
Athens Fire,2016,169,Placer,2016-05-17T15:06:00Z,2016-05-19T18:00:00Z,38.8390117,-121.3090268,FALSE,NA,2.120833333333333,2016-05-17,138
Roberts Fire,2016,3712,San Luis Obispo,2016-05-18T14:27:00Z,2016-05-20T18:00:00Z,0,0,FALSE,NA,2.1479166666666667,2016-05-18,139
Mill Fire,2016,56,Siskiyou,2016-05-19T15:37:00Z,2016-05-21T19:00:00Z,0,0,FALSE,NA,2.140972222222222,2016-05-19,140
Metz Fire,2016,3876,Monterey,2016-05-22T15:27:00Z,2016-05-25T18:15:00Z,36.38123,-121.20059,TRUE,22,3.1166666666666667,2016-05-22,143
Wheatland Fire,2016,156,Los Angeles,2016-05-23T14:15:00Z,2016-05-25T18:45:00Z,34.276,-118.354,FALSE,NA,2.1875,2016-05-23,144
DeWolf Fire,2016,278,Fresno,2016-05-25T01:03:00Z,2016-05-25T08:00:00Z,36.88286,-119.654,FALSE,NA,0.28958333333333336,2016-05-25,146
Dunstone Fire,2016,91,Butte,2016-05-27T13:43:00Z,2016-05-27T17:00:00Z,39.33035,-121.78973,FALSE,NA,0.13680555555555557,2016-05-27,148
Pala Fire,2016,70,San Diego,2016-05-31T13:48:00Z,2016-06-07T06:45:00Z,33.41639,-117.08829,TRUE,250,6.70625,2016-05-31,152
Aukum Fire,2016,25,El Dorado,2016-06-03T12:41:00Z,2016-06-04T15:30:00Z,38.64107,-120.6955,TRUE,NA,1.117361111111111,2016-06-03,155
Clay Fire,2016,32,Sacramento,2016-06-03T16:57:00Z,2016-06-03T19:55:00Z,38.3131,-121.06452,FALSE,NA,0.12361111111111112,2016-06-03,155
Hidden Fire,2016,30,San Benito,2016-06-03T17:39:00Z,2016-06-03T17:30:00Z,36.80296,-121.40304,FALSE,NA,-0.00625,2016-06-03,155
Coleman Fire,2016,2520,Monterey,2016-06-04T14:33:00Z,2016-06-20T08:30:00Z,36.01542,-121.25029,FALSE,NA,15.747916666666667,2016-06-04,156
Temecula Fire,2016,139,Riverside,2016-06-04T11:40:00Z,2016-06-07T18:15:00Z,33.476894,-117.140883,TRUE,NA,3.2743055555555554,2016-06-04,156
Coe Fire,2016,120,Stanislaus,2016-06-07T16:30:00Z,2016-06-09T17:10:00Z,37.17072,-121.42238,FALSE,NA,2.0277777777777777,2016-06-07,159
Pony Fire,2016,2860,Siskiyou,2016-06-07T02:45:00Z,2016-11-08T10:15:00Z,41.623,-123.557,FALSE,NA,154.3125,2016-06-07,159
Cotton Fire,2016,61,Kern,2016-06-11T15:04:00Z,2016-06-12T12:30:00Z,35.77135,-120.251,FALSE,NA,0.8930555555555556,2016-06-11,163
Hoag Fire,2016,80,Tehama,2016-06-11T14:30:00Z,2016-06-11T16:15:00Z,39.7947,-121.857,FALSE,NA,0.07291666666666667,2016-06-11,163
Cheyenne Fire,2016,83,Calaveras,2016-06-15T12:46:00Z,2016-06-16T10:00:00Z,0,0,TRUE,NA,0.8847222222222222,2016-06-15,167
Sherpa Fire,2016,7474,Santa Barbara,2016-06-15T15:21:00Z,2016-07-12T14:30:00Z,34.776,-119.643,TRUE,NA,26.964583333333334,2016-06-15,167
Camanche Fire,2016,210,Amador,2016-06-17T14:54:00Z,2016-06-21T18:30:00Z,38.26874,-120.90265,TRUE,NA,4.15,2016-06-17,169
Arroyo Fire,2016,70,Monterey,2016-06-18T16:47:00Z,2016-06-20T18:15:00Z,36.2833,-121.3306,FALSE,NA,2.061111111111111,2016-06-18,170
Coal Fire,2016,112,Butte,2016-06-20T16:38:00Z,2016-06-20T19:50:00Z,39.595,-121.6008,FALSE,NA,0.13333333333333333,2016-06-20,172
San Gabriel Complex (Formerly Fish & Reservoir Fires),2016,5399,Los Angeles,2016-06-20T13:59:00Z,2018-04-23T15:07:00Z,0,0,FALSE,NA,672.0472222222222,2016-06-20,172
70 Fire,2016,49,Butte,2016-06-21T15:09:00Z,2016-06-21T16:30:00Z,39.43351,-121.6051,FALSE,NA,0.05625,2016-06-21,173
Moore Fire,2016,88,Placer,2016-06-21T12:24:00Z,2016-06-21T15:45:00Z,38.86804,-121.37704,FALSE,NA,0.13958333333333334,2016-06-21,173
Erskine Fire,2016,48019,Kern,2016-06-23T15:51:00Z,2016-07-11T09:40:00Z,35.6115,-118.45628,FALSE,NA,17.742361111111112,2016-06-23,175
Lowe Fire,2016,52,Monterey,2016-06-23T17:57:00Z,2016-06-24T18:20:00Z,36.1934,-120.9293,FALSE,NA,1.0159722222222223,2016-06-23,175
Dinosaur Fire,2016,1246,Merced,2016-06-25T23:45:00Z,2016-06-26T18:50:00Z,37.07147,-121.20155,FALSE,NA,0.7951388888888888,2016-06-25,177
Marina Fire,2016,650,Mono,2016-06-25T06:30:00Z,2016-07-09T08:30:00Z,37.97,-119.14,FALSE,NA,14.083333333333334,2016-06-25,177
Laguna Fire,2016,47,Orange,2016-06-26T13:10:00Z,2016-06-29T18:30:00Z,33.57872,-117.77395,FALSE,NA,3.2222222222222223,2016-06-26,178
Reservoir Fire,2016,215,Lake,2016-06-26T16:00:00Z,2016-06-28T20:00:00Z,39.12366,-122.50373,TRUE,350,2.1666666666666665,2016-06-26,178
Campo Fire,2016,33,Calaveras,2016-06-27T18:00:00Z,2016-06-30T07:00:00Z,38.22017,-120.8678,FALSE,NA,2.5416666666666665,2016-06-27,179
Frazier Fire,2016,86,San Luis Obispo,2016-06-27T12:07:00Z,2016-06-29T17:00:00Z,35.70821,-120.82266,FALSE,NA,2.203472222222222,2016-06-27,179
Trailhead Fire,2016,5646,El Dorado,2016-06-28T13:55:00Z,2016-07-18T09:50:00Z,38.96741,-120.9375,TRUE,NA,19.82986111111111,2016-06-28,180
Colyear Fire,2016,464,Tehama,2016-06-30T13:32:00Z,2016-07-04T07:45:00Z,40.0353,-122.56939,TRUE,NA,3.759027777777778,2016-06-30,182
Pine Fire,2016,2304,Ventura,2016-06-30T16:55:00Z,2016-06-30T16:55:00Z,34.701,-119.144,FALSE,NA,0,2016-06-30,182
Curry Fire,2016,2944,Fresno,2016-07-01T17:16:00Z,2016-07-05T07:05:00Z,36.0749,-120.452041,TRUE,188,3.5756944444444443,2016-07-01,183
Flores Fire,2016,88,Tehama,2016-07-01T13:54:00Z,2016-07-01T17:45:00Z,40.07846,-122.2071,FALSE,NA,0.16041666666666668,2016-07-01,183
Kuehner Fire,2016,45,Ventura,2016-07-01T14:00:00Z,2016-07-01T19:50:00Z,34.27619,-118.63264,FALSE,NA,0.24305555555555555,2016-07-01,183
Lone Pine Fire,2016,30,Inyo,2016-07-01T12:56:00Z,2016-07-02T20:00:00Z,36.58972,-118.15589,FALSE,NA,1.2944444444444445,2016-07-01,183
Appaloosa Fire,2016,310,Calaveras,2016-07-02T14:55:00Z,2016-07-08T19:32:00Z,38.02845,-120.61153,FALSE,NA,6.192361111111111,2016-07-02,184
Broken Fire,2016,103,Madera,2016-07-04T11:53:00Z,2016-07-06T20:00:00Z,37.25601,-119.65776,FALSE,NA,2.3381944444444445,2016-07-04,186
Frame Fire,2016,145,Fresno,2016-07-04T17:15:00Z,2016-07-07T19:00:00Z,36.14161,-120.62048,FALSE,NA,3.0729166666666665,2016-07-04,186
Fort Fire,2016,554,Kern,2016-07-08T11:15:00Z,2016-07-10T19:37:00Z,34.913,118.9082,FALSE,NA,2.348611111111111,2016-07-08,190
Mercury Fire,2016,95,San Benito,2016-07-09T12:43:00Z,2016-07-10T19:30:00Z,5487,-120.841536,FALSE,NA,1.2826388888888889,2016-07-09,191
Sage Fire,2016,1109,Los Angeles,2016-07-09T12:04:00Z,2016-07-16T12:00:00Z,34.36763,-118.57245,FALSE,NA,6.997222222222222,2016-07-09,191
Scott Fire,2016,87,Sacramento,2016-07-10T15:30:00Z,2016-07-11T06:35:00Z,38.517772,-121.103642,FALSE,NA,0.6284722222222222,2016-07-10,192
Big Fire,2016,188,Fresno,2016-07-11T14:30:00Z,2016-07-13T17:30:00Z,36.92244,-119.39619,FALSE,NA,2.125,2016-07-11,193
Shelter Fire,2016,15,Ventura,2016-07-11T12:58:00Z,2016-07-12T10:30:00Z,33.11645,-116.58542,FALSE,NA,0.8972222222222223,2016-07-11,193
Briggs Fire,2016,173,Riverside,2016-07-12T15:20:00Z,2016-07-15T08:00:00Z,0,0,FALSE,NA,2.6944444444444446,2016-07-12,194
Stagecoach Fire,2016,35,Calaveras,2016-07-12T15:19:00Z,2016-07-13T19:00:00Z,37.96311,-120.67335,FALSE,NA,1.1534722222222222,2016-07-12,194
Onyx Fire,2016,221,Kern,2016-07-13T17:08:00Z,2016-07-14T12:00:00Z,35.68313,-118.21793,FALSE,NA,0.7861111111111111,2016-07-13,195
Sherwood Fire,2016,78,Ventura,2016-07-13T15:52:00Z,2016-07-15T14:00:00Z,36.92244,-119.39619,FALSE,NA,1.9222222222222223,2016-07-13,195
Dunnigan Fire,2016,84,Yolo,2016-07-15T14:00:00Z,2016-07-15T15:40:00Z,38.8866,-122.04726,FALSE,NA,0.06944444444444445,2016-07-15,197
Famoso Fire,2016,138,Kern,2016-07-15T23:55:00Z,2016-07-16T07:40:00Z,35.60748,-118.94811,FALSE,NA,0.3229166666666667,2016-07-15,197
Green Fire,2016,123,Fresno,2016-07-15T16:45:00Z,2016-07-16T18:00:00Z,37.0099,-119.5792,TRUE,NA,1.0520833333333333,2016-07-15,197
Feather Fire,2016,100,San Diego,2016-07-18T13:08:00Z,2016-07-20T13:45:00Z,32.9612,-116.7945,FALSE,NA,2.0256944444444445,2016-07-18,200
Roblar Fire,2016,1245,San Diego,2016-07-21T16:06:00Z,2016-07-30T14:15:00Z,33.393,-117.35093,FALSE,NA,8.922916666666667,2016-07-21,203
Serpa Fire,2016,80,Madera,2016-07-21T12:53:00Z,2016-07-25T19:20:00Z,0,0,TRUE,NA,4.26875,2016-07-21,203
Table Fire,2016,23,Siskiyou,2016-07-21T20:30:00Z,2016-07-22T12:00:00Z,41.71847,-122.36924,FALSE,NA,0.6458333333333334,2016-07-21,203
Bradley Fire,2016,100,Monterey,2016-07-22T15:15:00Z,2016-07-23T08:45:00Z,35.85093,-120.81081,FALSE,NA,0.7291666666666666,2016-07-22,204
Rock Fire,2016,28,San Diego,2016-07-22T14:47:00Z,2016-07-24T14:30:00Z,33.00056,-116.9571,TRUE,NA,1.9881944444444444,2016-07-22,204
Soberanes Fire,2016,132127,Monterey,2016-07-22T08:48:00Z,2016-10-13T11:30:00Z,36.45994,-121.89938,TRUE,NA,83.1125,2016-07-22,204
Storksbill Fire,2016,50,El Dorado,2016-07-22T13:15:00Z,2016-07-23T18:00:00Z,38.79549,-121.00299,TRUE,NA,1.1979166666666667,2016-07-22,204
Franklin Fire,2016,40,Contra Costa,2016-07-24T16:30:00Z,2016-07-24T19:00:00Z,38.01264,-122.1885,FALSE,NA,0.10416666666666667,2016-07-24,206
North Branch Extension Fire,2016,25,Lake,2016-07-29T14:55:00Z,2016-07-31T18:50:00Z,0,0,FALSE,NA,2.1631944444444446,2016-07-29,211
Dockery Fire,2016,42,Lassen,2016-07-30T16:25:00Z,2016-08-01T19:40:00Z,0,0,TRUE,NA,2.1354166666666665,2016-07-30,212
Frymire Fire,2016,32,Tuolumne,2016-07-30T17:25:00Z,2016-08-01T08:05:00Z,37.81434,-120.69521,FALSE,NA,1.6111111111111112,2016-07-30,212
Goose Fire,2016,2241,Fresno,2016-07-30T16:40:00Z,2016-08-09T18:30:00Z,37.01591,-119.50507,TRUE,167,10.07638888888889,2016-07-30,212
99 Fire,2016,550,Butte,2016-08-02T14:35:00Z,2016-08-03T08:00:00Z,39.6708,-121.7192,FALSE,NA,0.7256944444444444,2016-08-02,215
Cold Fire,2016,5731,Yolo,2016-08-02T16:36:00Z,2016-08-12T15:00:00Z,38.52513,-122.06788,TRUE,58,9.933333333333334,2016-08-02,215
Clark Fire,2016,2819,Mono,2016-08-04T14:09:00Z,2016-08-07T19:14:00Z,0,0,FALSE,NA,3.2118055555555554,2016-08-04,217
Grub Fire,2016,85,Madera,2016-08-04T14:13:00Z,2016-08-06T19:50:00Z,37.3228,-119.7738,FALSE,NA,2.234027777777778,2016-08-04,217
Hart Fire,2016,100,Kern,2016-08-04T17:10:00Z,2016-08-07T20:15:00Z,35.24504,-118.60344,FALSE,NA,3.1284722222222223,2016-08-04,217
Maze Fire,2016,140,Stanislaus,2016-08-04T15:45:00Z,2016-08-04T20:00:00Z,0,0,FALSE,NA,0.17708333333333334,2016-08-04,217
Rock Creek Fire,2016,122,Mono,2016-08-05T15:45:00Z,2016-08-07T19:33:00Z,0,0,FALSE,NA,2.158333333333333,2016-08-05,218
Alder Fire,2016,25,El Dorado,2016-08-06T15:00:00Z,2016-08-07T19:18:00Z,0,0,FALSE,NA,1.1791666666666667,2016-08-06,219
Pilot Fire,2016,8110,San Bernardino,2016-08-07T12:18:00Z,2016-08-16T08:00:00Z,34.28771,-117.27338,TRUE,960,8.820833333333333,2016-08-07,220
Knoxville Fire,2016,36,Lake,2016-08-09T18:50:00Z,2016-08-10T17:00:00Z,38.68403,-122.26015,FALSE,NA,0.9236111111111112,2016-08-09,222
Kugelman Fire,2016,45,Lake,2016-08-09T17:30:00Z,2016-08-10T17:00:00Z,36.09974,-120.51057,FALSE,NA,0.9791666666666666,2016-08-09,222
Mineral Fire,2016,7050,Fresno,2016-08-09T13:08:00Z,2016-08-18T19:00:00Z,36.09974,-120.51057,TRUE,20,9.244444444444444,2016-08-09,222
Gopher Fire,2016,35,San Diego,2016-08-10T09:14:00Z,2016-08-11T18:30:00Z,33.22558,-117.14547,FALSE,NA,1.386111111111111,2016-08-10,223
Stafford Fire,2016,23,Humboldt,2016-08-11T14:57:00Z,2016-08-16T08:45:00Z,40.4572,-124.05804,FALSE,NA,4.741666666666666,2016-08-11,224
Chimney Fire,2016,46344,San Luis Obispo,2016-08-13T16:03:00Z,2016-09-06T07:30:00Z,35.70595,-120.98316,TRUE,NA,23.64375,2016-08-13,226
Clayton Fire,2016,3929,Lake,2016-08-13T18:03:00Z,2016-08-26T18:00:00Z,38.89741,-122.60664,TRUE,32,12.997916666666667,2016-08-13,226
Blue Cut Fire,2016,36274,San Bernardino,2016-08-16T10:44:00Z,2016-08-23T07:45:00Z,34.30372,-117.49342,TRUE,914,6.875694444444444,2016-08-16,229
Bailey Fire,2016,100,Santa Clara,2016-08-17T15:19:00Z,2016-08-18T19:50:00Z,0,0,FALSE,NA,1.1881944444444446,2016-08-17,230
Beale Fire,2016,400,Yuba,2016-08-18T15:35:00Z,2016-08-18T21:30:00Z,36.16965,-121.38775,FALSE,NA,0.2465277777777778,2016-08-18,231
Mokelumne Fire,2016,0,Alpine,2016-08-18T12:05:00Z,2016-08-30T12:05:00Z,38.57554,-120.00606,FALSE,NA,12,2016-08-18,231
Rey Fire,2016,32606,Santa Barbara,2016-08-18T17:57:00Z,2016-09-15T15:20:00Z,0,0,FALSE,NA,27.89097222222222,2016-08-18,231
Bird Fire,2016,147,San Joaquin,2016-08-20T08:35:00Z,2016-08-20T18:45:00Z,37.62215,-121.36665,FALSE,NA,0.4236111111111111,2016-08-20,233
Tule Fire,2016,395,Tulare,2016-08-22T22:00:00Z,2016-11-08T10:15:00Z,36.1648,-118.73906,FALSE,NA,77.51041666666667,2016-08-22,235
Tully Fire,2016,599,Humboldt,2016-08-22T16:03:00Z,2016-09-04T06:55:00Z,41.28486,-123.82268,TRUE,174,12.619444444444444,2016-08-22,235
Range Fire,2016,518,Kern,2016-08-26T10:10:00Z,2016-08-29T10:30:00Z,35.2013,-118.7212,FALSE,NA,3.013888888888889,2016-08-26,239
Santos Fire,2016,88,Butte,2016-08-26T15:30:00Z,2016-08-30T18:40:00Z,39.79547,-121.71662,TRUE,NA,4.131944444444445,2016-08-26,239
Gap Fire,2016,33867,Siskiyou,2016-08-27T18:00:00Z,2016-08-28T18:15:00Z,41.851,-123.118,FALSE,NA,1.0104166666666667,2016-08-27,240
Evergreen Fire,2016,40,Riverside,2016-08-28T15:23:00Z,2016-08-29T15:00:00Z,0,0,FALSE,NA,0.9840277777777777,2016-08-28,241
Havilah Fire,2016,304,Kern,2016-08-28T18:50:00Z,2016-08-28T18:50:00Z,35.4976,-118.5097,FALSE,NA,0,2016-08-28,241
Mina Fire,2016,36,Mendocino,2016-08-30T13:35:00Z,2016-08-31T07:15:00Z,39.8748511,-123.4267011,FALSE,NA,0.7361111111111112,2016-08-30,243
Mockingbird Fire,2016,20,Lake,2016-08-30T16:54:00Z,2016-08-31T07:05:00Z,39.1408865,-122.9148951,FALSE,NA,0.5909722222222222,2016-08-30,243
Holy Fire,2016,150,Orange,2016-08-31T04:10:00Z,2016-09-05T06:55:00Z,33.6542,-117.5221,FALSE,NA,5.114583333333333,2016-08-31,244
Ken Fire,2016,20,San Bernardino,2016-09-03T21:51:00Z,2016-09-04T18:55:00Z,34.25858,-117.4415,FALSE,NA,0.8777777777777778,2016-09-03,247
Sunny Fire,2016,158,Fresno,2016-09-03T14:44:00Z,2016-09-06T18:15:00Z,36.84479,-119.34487,TRUE,NA,3.1465277777777776,2016-09-03,247
Phoenix Fire,2016,38,Nevada,2016-09-07T15:09:00Z,1969-12-31T16:00:00Z,39.39051,-120.51887,FALSE,NA,-17051.964583333334,2016-09-07,251
Spring Fire,2016,50,San Bernardino,2016-09-07T16:53:00Z,2016-09-09T06:00:00Z,34.3183,-117.3189,FALSE,NA,1.5465277777777777,2016-09-07,251
Ruff Fire,2016,50,Mendocino,2016-09-10T14:06:00Z,2016-09-15T09:10:00Z,39.7299,-123.5044,FALSE,NA,4.794444444444444,2016-09-10,254
Boys Fire,2016,40,Sacramento,2016-09-11T11:25:00Z,2016-09-12T19:00:00Z,38.558,-121.1309,FALSE,NA,1.3159722222222223,2016-09-11,255
Howard Fire,2016,380,Modoc,2016-09-11T14:15:00Z,2016-09-14T18:00:00Z,41.4657,-120.9066,FALSE,NA,3.15625,2016-09-11,255
Willard Fire,2016,2575,Lassen,2016-09-11T11:33:00Z,2016-09-22T07:00:00Z,40.3915,-120.7845,TRUE,78,10.810416666666667,2016-09-11,255
Moffett Fire,2016,32,Siskiyou,2016-09-12T16:28:00Z,2016-09-13T18:30:00Z,41.6314,-122.7933,FALSE,NA,1.0847222222222221,2016-09-12,256
Hog Fire,2016,360,Tehama,2016-09-13T23:10:00Z,2016-09-13T14:30:00Z,40.30594,-122.1295,TRUE,168,-0.3611111111111111,2016-09-13,257
Old Fire,2016,150,Del Norte,2016-09-13T13:55:00Z,2016-09-17T18:00:00Z,37.75972,-120.029626,FALSE,NA,4.170138888888889,2016-09-13,257
Auburn Fire,2016,47,Nevada,2016-09-17T13:40:00Z,2016-09-20T18:00:00Z,39.20427,-121.05948,FALSE,NA,3.1805555555555554,2016-09-17,261
Canyon Fire,2016,12518,Santa Barbara,2016-09-17T17:20:00Z,2016-09-27T14:00:00Z,34.63445,-120.54421,FALSE,NA,9.86111111111111,2016-09-17,261
Owens River Fire,2016,5443,Inyo,2016-09-17T13:49:00Z,2016-09-18T08:10:00Z,37.75985,-118.95309,FALSE,NA,0.7645833333333333,2016-09-17,261
Soup Complex,2016,2652,Modoc,2016-09-17T14:37:00Z,2016-10-13T11:30:00Z,41.2649,-120.3178,FALSE,NA,25.87013888888889,2016-09-17,261
Bangor Fire,2016,130,Butte,2016-09-22T11:45:00Z,2016-09-23T10:30:00Z,39.4403,-121.42647,FALSE,NA,0.9479166666666666,2016-09-22,266
Bell Fire,2016,45,Amador,2016-09-23T13:12:00Z,2016-09-25T17:45:00Z,38.5212,-120.8416,TRUE,150,2.189583333333333,2016-09-23,267
Newmark Fire,2016,70,Fresno,2016-09-23T12:40:00Z,2016-09-24T20:00:00Z,36.6543,-119.5327,FALSE,NA,1.3055555555555556,2016-09-23,267
Cow Fire,2016,100,Shasta,2016-09-25T07:15:00Z,2016-09-25T13:15:00Z,40,-121.93923,FALSE,NA,0.25,2016-09-25,269
Sawmill Fire,2016,1547,Sonoma,2016-09-25T10:43:00Z,2016-09-29T17:00:00Z,38.80017,-122.82895,TRUE,14,4.261805555555555,2016-09-25,269
Loma Fire,2016,4474,Santa Clara,2016-09-26T14:42:00Z,2017-09-19T10:30:00Z,37.10632,-121.85318,TRUE,62,357.825,2016-09-26,270
Marshes Fire,2016,1080,Tuolumne,2016-09-26T12:20:00Z,2016-10-04T22:00:00Z,37.79635,-120.32484,TRUE,92,8.402777777777779,2016-09-26,270
Tobin Fire,2016,248,Plumas,2016-09-26T13:23:00Z,2016-10-06T17:15:00Z,39.92,-121.32,FALSE,NA,10.161111111111111,2016-09-26,270
Sacata Fire,2016,2100,Fresno,2016-10-11T12:58:00Z,2016-10-20T07:00:00Z,36.94536,-119.25959,FALSE,NA,8.751388888888888,2016-10-11,285
