name,attribute,class,type,ban_tcg,ban_ocg
Kamionwizard,DARK,Spellcaster,Fusion Monster,NA,NA
"Kamui, Hope of Gusto",WIND,Psychic,Flip Effect Monster,NA,NA
Kanan the Swordmistress,EARTH,Warrior,Normal Monster,NA,NA
Kangaroo Champ,EARTH,Beast,Effect Monster,NA,NA
Kanikabuto,WATER,Aqua,Normal Monster,NA,NA
Kanzashi the Rikka Queen,WATER,Plant,XYZ Monster,NA,NA
Kappa Avenger,WATER,Aqua,Normal Monster,NA,NA
Karakuri Anatomy,NA,Continuous,Spell Card,NA,NA
"Karakuri Barrel mdl 96 ""Shinkuro""",EARTH,Machine,Tuner Monster,NA,NA
"Karakuri Bonze mdl 9763 ""Kunamzan""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Bushi mdl 6318 ""Muzanichiha""",EARTH,Machine,Effect Monster,NA,NA
Karakuri Cash Cache,NA,Normal,Spell Card,NA,NA
Karakuri Cash Inn,NA,Normal,Trap Card,NA,NA
Karakuri Cash Shed,NA,Counter,Trap Card,NA,NA
"Karakuri Gama mdl 4624 ""Shirokunishi""",EARTH,Machine,Effect Monster,NA,NA
Karakuri Gama Oil,NA,Equip,Spell Card,NA,NA
Karakuri Gold Dust,NA,Quick-Play,Spell Card,NA,NA
Karakuri Klock,NA,Normal,Trap Card,NA,NA
"Karakuri Komachi mdl 224 ""Ninishi""",EARTH,Machine,Tuner Monster,NA,NA
"Karakuri Merchant mdl 177 ""Inashichi""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Muso mdl 818 ""Haipa""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Ninja mdl 339 ""Sazank""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Ninja mdl 7749 ""Nanashick""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Ninja mdl 919 ""Kuick""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Shogun mdl 00 ""Burei""",EARTH,Machine,Synchro Monster,NA,NA
Karakuri Showdown Castle,NA,Field,Spell Card,NA,NA
"Karakuri Soldier mdl 236 ""Nisamu""",EARTH,Machine,Effect Monster,NA,NA
Karakuri Spider,EARTH,Machine,Effect Monster,NA,NA
"Karakuri Steel Shogun mdl 00X ""Bureido""",EARTH,Machine,Synchro Monster,NA,NA
"Karakuri Strategist mdl 248 ""Nishipachi""",EARTH,Machine,Tuner Monster,NA,NA
"Karakuri Super Shogun mdl 00N ""Bureibu""",EARTH,Machine,Synchro Monster,NA,NA
Karakuri Trick House,NA,Normal,Trap Card,NA,NA
"Karakuri Watchdog mdl 313 ""Saizan""",EARTH,Machine,Tuner Monster,NA,NA
Karate Man,EARTH,Warrior,Effect Monster,NA,NA
Karbonala Warrior,EARTH,Warrior,Fusion Monster,NA,NA
Karma Cut,NA,Normal,Trap Card,NA,NA
Karma of the Destruction Swordsman,NA,Quick-Play,Spell Card,NA,NA
Kasha,EARTH,Zombie,Effect Monster,NA,NA
Kattapillar,EARTH,Insect,Normal Monster,NA,NA
"Kayenn, the Master Magma Blacksmith",FIRE,Rock,Effect Monster,NA,NA
Kazejin,WIND,Spellcaster,Effect Monster,NA,NA
Keeper of Dragon Magic,DARK,Dragon,Effect Monster,NA,NA
Keeper of the Shrine,DARK,Dragon,Effect Monster,NA,NA
Kelbek,EARTH,Fairy,Effect Monster,NA,NA
Keldo,EARTH,Fairy,Effect Monster,NA,NA
Key Mace,LIGHT,Fairy,Normal Monster,NA,NA
Key Mace #2,DARK,Fiend,Normal Monster,NA,NA
Key Man the Key Warrior,EARTH,Warrior,Effect Monster,NA,NA
Key Mouse,EARTH,Beast,Tuner Monster,NA,NA
Kickfire,NA,Continuous,Trap Card,NA,NA
Kid Guard,NA,Normal,Trap Card,NA,NA
Kidmodo Dragon,EARTH,Dragon,Effect Monster,NA,NA
Kikinagashi Fucho,WIND,Winged Beast,XYZ Monster,NA,NA
Killer Needle,WIND,Insect,Normal Monster,NA,NA
King Beast Barbaros,EARTH,Beast-Warrior,Effect Monster,NA,NA
King Dragun,DARK,Dragon,Fusion Monster,NA,NA
King Fog,DARK,Fiend,Normal Monster,NA,NA
King of Destruction - Xexex,DARK,Fiend,Effect Monster,NA,NA
King of the Beasts,EARTH,Beast,Effect Monster,NA,NA
King of the Feral Imps,DARK,Reptile,XYZ Monster,NA,NA
King of the Skull Servants,DARK,Zombie,Effect Monster,NA,NA
King of the Swamp,WATER,Aqua,Effect Monster,NA,NA
King of Yamimakai,DARK,Fiend,Normal Monster,NA,NA
King Pyron,FIRE,Pyro,Gemini Monster,NA,NA
King Scarlet,NA,Continuous,Trap Card,NA,NA
King Tiger Wanghu,EARTH,Beast,Effect Monster,NA,NA
King's Consonance,NA,Normal,Trap Card,NA,NA
King's Knight,LIGHT,Warrior,Effect Monster,NA,NA
King's Synchro,NA,Normal,Trap Card,NA,NA
Kingyo Sukui,NA,Continuous,Trap Card,NA,NA
Kinka-byo,DARK,Beast,Spirit Monster,NA,NA
Kiryu,DARK,Dragon,Union Effect Monster,NA,NA
Kiseitai,DARK,Fiend,Effect Monster,NA,NA
Kishido Spirit,NA,Continuous,Spell Card,NA,NA
Kitchen Dragonmaid,FIRE,Dragon,Effect Monster,NA,NA
Kiwi Magician Girl,WIND,Spellcaster,Effect Monster,NA,NA
Knight Day Grepher,LIGHT,Warrior,Gemini Monster,NA,NA
Knight of Armor Dragon,WIND,Dragon,Ritual Effect Monster,NA,NA
Knight of Legend,NA,Yami Yugi,Skill Card,NA,NA
Knight of the Red Lotus,FIRE,Warrior,Effect Monster,NA,NA
Knight's Title,NA,Normal,Spell Card,NA,NA
Knightmare Cerberus,EARTH,Fiend,Link Monster,NA,NA
Knightmare Corruptor Iblee,DARK,Cyberse,Effect Monster,NA,NA
Knightmare Goblin,WIND,Fiend,Link Monster,Banned,Banned
Knightmare Gryphon,LIGHT,Fiend,Link Monster,NA,NA
Knightmare Incarnation Idlee,DARK,Fairy,Effect Monster,NA,NA
Knightmare Mermaid,WATER,Fiend,Link Monster,Banned,Banned
Knightmare Phoenix,FIRE,Fiend,Link Monster,NA,NA
Knightmare Unicorn,DARK,Fiend,Link Monster,NA,NA
Koa'ki Meiru Beetle,EARTH,Insect,Effect Monster,NA,NA
Koa'ki Meiru Bergzak,EARTH,Warrior,Effect Monster,NA,NA
Koa'ki Meiru Boulder,EARTH,Rock,Effect Monster,NA,NA
Koa'ki Meiru Crusader,EARTH,Beast-Warrior,Effect Monster,NA,NA
Koa'ki Meiru Doom,WIND,Fiend,Effect Monster,NA,NA
Koa'ki Meiru Drago,WIND,Dragon,Effect Monster,NA,NA
Koa'ki Meiru Ghoulungulate,EARTH,Zombie,Effect Monster,NA,NA
Koa'ki Meiru Gravirose,FIRE,Plant,Effect Monster,NA,NA
Koa'ki Meiru Guardian,EARTH,Rock,Effect Monster,NA,NA
Koa'ki Meiru Hydro Barrier,WATER,Aqua,Effect Monster,NA,NA
Koa'ki Meiru Ice,WATER,Aqua,Effect Monster,NA,NA
Koa'ki Meiru Initialize!,NA,Quick-Play,Spell Card,NA,NA
Koa'ki Meiru Maximus,WIND,Dragon,Effect Monster,NA,NA
Koa'ki Meiru Overload,EARTH,Rock,Effect Monster,NA,NA
Koa'ki Meiru Powerhand,EARTH,Machine,Effect Monster,NA,NA
Koa'ki Meiru Prototype,EARTH,Rock,Effect Monster,NA,NA
Koa'ki Meiru Rooklord,EARTH,Warrior,Effect Monster,NA,NA
Koa'ki Meiru Sandman,EARTH,Rock,Effect Monster,NA,NA
Koa'ki Meiru Sea Panther,WATER,Sea Serpent,Effect Monster,NA,NA
Koa'ki Meiru Shield,NA,Normal,Trap Card,NA,NA
Koa'ki Meiru Speeder,WIND,Machine,Effect Monster,NA,NA
Koa'ki Meiru Supplier,EARTH,Rock,Effect Monster,NA,NA
Koa'ki Meiru Token,EARTH,Rock,Token,NA,NA
Koa'ki Meiru Tornado,WIND,Winged Beast,Effect Monster,NA,NA
Koa'ki Meiru Urnight,EARTH,Beast-Warrior,Effect Monster,NA,NA
Koa'ki Meiru Valafar,FIRE,Fiend,Effect Monster,NA,NA
Koa'ki Meiru Wall,EARTH,Rock,Effect Monster,NA,NA
Koa'ki Meiru War Arms,EARTH,Warrior,Effect Monster,NA,NA
Koa'ki Ring,NA,Normal,Spell Card,NA,NA
Koalo-Koala,EARTH,Beast,Fusion Monster,NA,NA
Koitsu,WATER,Fairy,Union Effect Monster,NA,NA
Kojikocy,EARTH,Warrior,Normal Monster,NA,NA
Korogashi,EARTH,Insect,Normal Monster,NA,NA
Kotodama,EARTH,Fairy,Effect Monster,NA,NA
Koumori Dragon,DARK,Dragon,Normal Monster,NA,NA
Kozaky,DARK,Fiend,Normal Monster,NA,NA
Kozaky's Self-Destruct Button,NA,Normal,Trap Card,NA,NA
Kozmo Dark Destroyer,DARK,Machine,Effect Monster,NA,NA
Kozmo Dark Eclipser,DARK,Machine,Effect Monster,NA,NA
Kozmo Dark Planet,DARK,Machine,Effect Monster,NA,NA
Kozmo Delta Shuttle,DARK,Machine,Effect Monster,NA,NA
Kozmo DOG Fighter,DARK,Machine,Effect Monster,NA,NA
Kozmo Farmgirl,LIGHT,Psychic,Effect Monster,NA,NA
Kozmo Forerunner,LIGHT,Machine,Effect Monster,NA,NA
Kozmo Goodwitch,LIGHT,Psychic,Effect Monster,NA,NA
Kozmo Landwalker,DARK,Machine,Effect Monster,NA,NA
Kozmo Lightsword,NA,Equip,Spell Card,NA,NA
Kozmo Scaredy Lion,LIGHT,Psychic,Effect Monster,NA,NA
Kozmo Sliprider,LIGHT,Machine,Effect Monster,NA,NA
Kozmo Soartroopers,DARK,Psychic,Effect Monster,NA,NA
Kozmo Strawman,LIGHT,Psychic,Effect Monster,NA,NA
Kozmo Tincan,LIGHT,Psychic,Effect Monster,NA,NA
Kozmojo,NA,Normal,Trap Card,NA,NA
Kozmoll Dark Lady,DARK,Psychic,Effect Monster,NA,NA
Kozmoll Wickedwitch,DARK,Psychic,Effect Monster,NA,NA
Kozmotown,NA,Field,Spell Card,NA,NA
Kozmourning,NA,Continuous,Trap Card,NA,NA
Krawler Axon,EARTH,Insect,Flip Effect Monster,NA,NA
Krawler Dendrite,EARTH,Insect,Flip Effect Monster,NA,NA
Krawler Glial,EARTH,Insect,Flip Effect Monster,NA,NA
Krawler Ranvier,EARTH,Insect,Flip Effect Monster,NA,NA
Krawler Receptor,EARTH,Insect,Flip Effect Monster,NA,NA
Krawler Spine,EARTH,Insect,Flip Effect Monster,NA,NA
Krebons,DARK,Psychic,Tuner Monster,NA,NA
Krokodilus,WATER,Reptile,Normal Monster,NA,NA
Krystal Avatar,NA,Continuous,Trap Card,NA,NA
Krystal Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Kryuel,DARK,Fiend,Effect Monster,NA,NA
Kujakujaku,WIND,Winged Beast,Effect Monster,NA,NA
Kuji-Kiri Curse,NA,Normal,Spell Card,NA,NA
"Kumongous, the Sticky String Kaiju",EARTH,Insect,Effect Monster,NA,NA
Kumootoko,EARTH,Insect,Normal Monster,NA,NA
Kunai with Chain,NA,Normal,Trap Card,NA,NA
Kunoichi,WIND,Warrior,Effect Monster,NA,NA
Kurama,WIND,Winged Beast,Normal Monster,NA,NA
Kuraz the Light Monarch,LIGHT,Warrior,Effect Monster,NA,NA
Kuribandit,DARK,Fiend,Effect Monster,NA,NA
Kuriboh,DARK,Fiend,Effect Monster,NA,NA
Kuriboh Token,DARK,Fiend,Token,NA,NA
Kuribohrn,LIGHT,Fiend,Effect Monster,NA,NA
Kuribon,LIGHT,Fairy,Effect Monster,NA,NA
Kuriphoton,LIGHT,Fiend,Effect Monster,NA,NA
Kurivolt,LIGHT,Thunder,Effect Monster,NA,NA
Kuro-Obi Karate Spirit,WIND,Warrior,Pendulum Effect Monster,NA,NA
Kuwagata α,EARTH,Insect,Normal Monster,NA,NA
Kwagar Hercules,EARTH,Insect,Fusion Monster,NA,NA
Kycoo the Ghost Destroyer,DARK,Spellcaster,Effect Monster,NA,NA
Kyoutou Waterfront,NA,Field,Spell Card,NA,NA
La Jinn the Mystical Genie of the Lamp,DARK,Fiend,Normal Monster,NA,NA
Labradorite Dragon,DARK,Dragon,Normal Tuner Monster,NA,NA
Labyrinth of Nightmare,NA,Continuous,Trap Card,NA,NA
Labyrinth Tank,DARK,Machine,Fusion Monster,NA,NA
Labyrinth Wall,EARTH,Rock,Normal Monster,NA,NA
Ladoremichord Angelea,FIRE,Fairy,Pendulum Effect Monster,NA,NA
Lady Assailant of Flames,FIRE,Pyro,Flip Effect Monster,NA,NA
Lady Debug,LIGHT,Cyberse,Effect Monster,NA,NA
Lady Ninja Yae,WIND,Warrior,Effect Monster,NA,NA
Lady of D.,DARK,Spellcaster,Effect Monster,NA,NA
Lady of Faith,LIGHT,Spellcaster,Normal Monster,NA,NA
Lady of the Lake,LIGHT,Aqua,Tuner Monster,NA,NA
Lady Panther,EARTH,Beast-Warrior,Effect Monster,NA,NA
Lair of Darkness,NA,Field,Spell Card,NA,NA
Lair Wire,NA,Normal,Trap Card,NA,NA
LaLa Li-Oon,WIND,Thunder,Normal Monster,NA,NA
Lamb Token,EARTH,Beast,Token,NA,NA
LaMoon,LIGHT,Spellcaster,Normal Monster,NA,NA
Lancephorhynchus,WIND,Dinosaur,Pendulum Normal Monster,NA,NA
Lancer Archfiend,DARK,Fiend,Effect Monster,NA,NA
Lancer Dragonute,DARK,Dragon,Effect Monster,NA,NA
Lancer Lindwurm,WIND,Dragon,Effect Monster,NA,NA
Landoise's Luminous Moss,NA,Normal,Spell Card,NA,NA
Landrobe the Rock Vassal,EARTH,Rock,Effect Monster,NA,NA
LANphorhynchus,LIGHT,Cyberse,Link Monster,NA,NA
Lantern Shark,WATER,Fish,Effect Monster,NA,NA
Lappis Dragon,WATER,Sea Serpent,Tuner Monster,NA,NA
Larvae Moth,EARTH,Insect,Effect Monster,NA,NA
Larvas,EARTH,Beast,Normal Monster,NA,NA
Laser Cannon Armor,NA,Equip,Spell Card,NA,NA
Laser Qlip,NA,Field,Spell Card,NA,NA
Last Chapter of the Noble Knights,NA,Normal,Spell Card,NA,NA
Last Counter,NA,Counter,Trap Card,NA,NA
Last Day of Witch,NA,Normal,Spell Card,NA,NA
Last Gamble,NA,Joey,Skill Card,NA,NA
Last Hope of Nephthys,NA,Normal,Spell Card,NA,NA
Last Minute Cancel,NA,Normal,Trap Card,NA,NA
Last Resort,NA,Normal,Trap Card,NA,NA
Last Turn,NA,Normal,Trap Card,Banned,Banned
Last Will,NA,Normal,Spell Card,Banned,Banned
Latency,LIGHT,Cyberse,Effect Monster,NA,NA
"Latinum, Exarch of Dark World",DARK,Fiend,Effect Monster,NA,NA
Laughing Flower,EARTH,Plant,Normal Monster,NA,NA
Launcher Commander,EARTH,Cyberse,Effect Monster,NA,NA
Launcher Spider,FIRE,Machine,Normal Monster,NA,NA
Laundry Dragonmaid,WATER,Dragon,Effect Monster,NA,NA
Lava Battleguard,EARTH,Warrior,Effect Monster,NA,NA
Lava Dragon,FIRE,Dragon,Effect Monster,NA,NA
Lava Golem,FIRE,Fiend,Effect Monster,NA,NA
Laval Archer,FIRE,Pyro,Effect Monster,NA,NA
Laval Blaster,FIRE,Warrior,Effect Monster,NA,NA
Laval Burner,FIRE,Pyro,Effect Monster,NA,NA
Laval Cannon,FIRE,Warrior,Effect Monster,NA,NA
Laval Coatl,FIRE,Pyro,Tuner Monster,NA,NA
Laval Dual Slasher,FIRE,Warrior,Synchro Monster,NA,NA
Laval Forest Sprite,FIRE,Pyro,Tuner Monster,NA,NA
Laval Judgment Lord,FIRE,Warrior,Effect Monster,NA,NA
Laval Lakeside Lady,FIRE,Pyro,Tuner Monster,NA,NA
Laval Lancelord,FIRE,Warrior,Effect Monster,NA,NA
Laval Magma Cannoneer,FIRE,Pyro,Effect Monster,NA,NA
Laval Miller,FIRE,Pyro,Effect Monster,NA,NA
Laval Phlogis,FIRE,Pyro,Effect Monster,NA,NA
Laval Stennon,FIRE,Pyro,Synchro Monster,NA,NA
Laval the Greater,FIRE,Warrior,Synchro Monster,NA,NA
Laval Token,FIRE,Pyro,Token,NA,NA
Laval Volcano Handmaiden,FIRE,Pyro,Tuner Monster,NA,NA
Laval Warrior,FIRE,Warrior,Effect Monster,NA,NA
Lavalval Chain,FIRE,Sea Serpent,XYZ Monster,Banned,Banned
Lavalval Dragon,FIRE,Dragon,Synchro Monster,NA,NA
Lavalval Dragun,FIRE,Dragon,Synchro Monster,NA,NA
Lavalval Exlord,FIRE,Warrior,Synchro Monster,NA,NA
Lavalval Ignis,FIRE,Warrior,XYZ Monster,NA,NA
Lavalval Salamander,FIRE,Dragon,Synchro Monster,NA,NA
Law of the Cosmos,NA,Normal,Spell Card,NA,NA
Layard the Liberator,LIGHT,Fairy,Effect Monster,NA,NA
"Lazion, the Timelord",FIRE,Fairy,Effect Monster,NA,NA
"Lector Pendulum, the Dracoverlord",DARK,Dragon,Pendulum Effect Monster,NA,NA
Ledger of Legerdemain,NA,Quick-Play,Spell Card,NA,NA
Lee the World Chalice Fairy,LIGHT,Fairy,Effect Monster,NA,NA
Leeching the Light,NA,Normal,Spell Card,NA,NA
Left Arm of the Forbidden One,DARK,Spellcaster,Normal Monster,Limited,Limited
Left Arm Offering,NA,Normal,Spell Card,NA,NA
Left Leg of the Forbidden One,DARK,Spellcaster,Normal Monster,Limited,Limited
Left-Hand Shark,WATER,Fish,Effect Monster,NA,NA
Lefty Driver,EARTH,Machine,Effect Monster,NA,NA
Legacy Hunter,EARTH,Warrior,Effect Monster,NA,NA
Legacy of a HERO,NA,Normal,Spell Card,NA,NA
Legacy of the Duelist,NA,Continuous,Spell Card,NA,NA
Legacy of Yata-Garasu,NA,Normal,Trap Card,NA,NA
Legend of Heart,NA,Normal,Spell Card,NA,NA
Legendary Atlantean Tridon,WATER,Sea Serpent,Effect Monster,NA,NA
Legendary Black Belt,NA,Equip,Spell Card,NA,NA
Legendary Ebon Steed,NA,Equip,Spell Card,NA,NA
Legendary Fiend,DARK,Fiend,Effect Monster,NA,NA
Legendary Flame Lord,FIRE,Spellcaster,Ritual Effect Monster,NA,NA
Legendary Jujitsu Master,EARTH,Rock,Effect Monster,NA,NA
Legendary Knight Critias,LIGHT,Warrior,Effect Monster,NA,NA
Legendary Knight Hermos,LIGHT,Warrior,Effect Monster,NA,NA
Legendary Knight Timaeus,LIGHT,Warrior,Effect Monster,NA,NA
Legendary Maju Garzett,DARK,Fiend,Effect Monster,NA,NA
Legendary Secret of the Six Samurai,DARK,Warrior,Effect Monster,NA,NA
Legendary Six Samurai - Enishi,LIGHT,Warrior,Effect Monster,NA,NA
Legendary Six Samurai - Kageki,WIND,Warrior,Effect Monster,NA,NA
Legendary Six Samurai - Kizan,EARTH,Warrior,Effect Monster,NA,NA
Legendary Six Samurai - Mizuho,FIRE,Warrior,Effect Monster,NA,NA
Legendary Six Samurai - Shi En,DARK,Warrior,Synchro Monster,NA,NA
Legendary Six Samurai - Shinai,WATER,Warrior,Effect Monster,NA,NA
Legendary Sword,NA,Equip,Spell Card,NA,NA
Legendary Wind-Up Key,NA,Quick-Play,Spell Card,NA,NA
Leghul,EARTH,Insect,Effect Monster,NA,NA
Legion the Fiend Jester,DARK,Spellcaster,Effect Monster,NA,NA
Lekunga,WATER,Plant,Effect Monster,NA,NA
Lekunga Token,WATER,Plant,Token,NA,NA
Lemon Magician Girl,LIGHT,Spellcaster,Effect Monster,NA,NA
"Lemuria, the Forgotten City",NA,Field,Spell Card,NA,NA
Leng Ling,DARK,Dragon,Union Effect Monster,NA,NA
Leo Wizard,EARTH,Spellcaster,Normal Monster,NA,NA
"Leo, the Keeper of the Sacred Tree",EARTH,Beast,Synchro Monster,NA,NA
Leodrake's Mane,NA,Normal,Spell Card,NA,NA
Leogun,EARTH,Beast,Normal Monster,NA,NA
Leotaur,EARTH,Beast-Warrior,Effect Monster,NA,NA
Leotron,EARTH,Cyberse,Normal Monster,NA,NA
Lesser Dragon,WIND,Dragon,Normal Monster,NA,NA
Lesser Fiend,DARK,Fiend,Effect Monster,NA,NA
Level Conversion Lab,NA,Normal,Trap Card,NA,NA
Level Down!?,NA,Quick-Play,Spell Card,NA,NA
Level Eater,DARK,Insect,Effect Monster,Banned,Banned
Level Lifter,NA,Normal,Spell Card,NA,NA
Level Limit - Area A,NA,Continuous,Trap Card,NA,NA
Level Limit - Area B,NA,Continuous,Spell Card,NA,NA
Level Modulation,NA,Normal,Spell Card,NA,NA
Level Resist Wall,NA,Normal,Trap Card,NA,NA
Level Retuner,NA,Normal,Trap Card,NA,NA
Level Tuning,NA,Normal,Spell Card,NA,NA
Level Up!,NA,Normal,Spell Card,NA,NA
Level Warrior,LIGHT,Warrior,Effect Monster,NA,NA
Levia-Dragon - Daedalus,WATER,Sea Serpent,Effect Monster,NA,NA
Leviair the Sea Dragon,WIND,Aqua,XYZ Monster,NA,NA
Lib the World Key Blademaster,LIGHT,Cyberse,Link Monster,NA,NA
Liberty at Last!,NA,Normal,Trap Card,NA,NA
"Libic, Malebranche of the Burning Abyss",DARK,Fiend,Effect Monster,NA,NA
"Lich Lord, King of the Underworld",DARK,Zombie,Effect Monster,NA,NA
Life Absorbing Machine,NA,Continuous,Trap Card,NA,NA
Life Equalizer,NA,Normal,Trap Card,NA,Banned
Life Stream Dragon,EARTH,Dragon,Synchro Tuner Monster,NA,NA
Lifeforce Harmonizer,WIND,Psychic,Effect Monster,NA,NA
Lifeless Leaffish,WATER,Fish,Effect Monster,NA,NA
Light and Darkness Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Light Barrier,NA,Field,Spell Card,NA,NA
Light Bringer Lucifer,DARK,Fairy,Normal Monster,NA,NA
Light Dragon @Ignister,LIGHT,Cyberse,XYZ Monster,NA,NA
Light Effigy,LIGHT,Fairy,Effect Monster,NA,NA
Light End Dragon,LIGHT,Dragon,Synchro Monster,NA,NA
Light Laser,NA,Equip,Spell Card,NA,NA
Light of Destruction,NA,Continuous,Trap Card,NA,NA
Light of Intervention,NA,Continuous,Trap Card,NA,NA
Light of Judgment,NA,Normal,Trap Card,NA,NA
Light of Redemption,NA,Normal,Spell Card,NA,NA
Light Spiral,NA,Continuous,Trap Card,NA,NA
Light Wing Shield,NA,Quick-Play,Spell Card,NA,NA
Light-Imprisoning Mirror,NA,Continuous,Trap Card,NA,NA
Lighten the Load,NA,Continuous,Spell Card,NA,NA
Lightforce Sword,NA,Normal,Trap Card,NA,NA
Lightning Blade,NA,Equip,Spell Card,NA,NA
Lightning Chidori,WIND,Thunder,XYZ Monster,NA,NA
Lightning Conger,WATER,Thunder,Normal Monster,NA,NA
Lightning Punisher,DARK,Thunder,Effect Monster,NA,NA
Lightning Rod Lord,LIGHT,Thunder,Effect Monster,NA,NA
Lightning Storm,NA,Normal,Spell Card,NA,NA
Lightning Tricorn,LIGHT,Beast,Synchro Monster,NA,NA
Lightning Vortex,NA,Normal,Spell Card,NA,NA
Lightning Warrior,LIGHT,Warrior,Synchro Monster,NA,NA
"Lightning, Dragon Ruler of Drafts",WIND,Dragon,Effect Monster,NA,NA
Lightpulsar Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Lightray Daedalus,LIGHT,Sea Serpent,Effect Monster,NA,NA
Lightray Diabolos,LIGHT,Dragon,Effect Monster,NA,NA
Lightray Gearfried,LIGHT,Warrior,Effect Monster,NA,NA
Lightray Grepher,LIGHT,Warrior,Effect Monster,NA,NA
Lightray Madoor,LIGHT,Spellcaster,Effect Monster,NA,NA
Lightray Sorcerer,LIGHT,Spellcaster,Effect Monster,NA,NA
Lightserpent,LIGHT,Reptile,Effect Monster,NA,NA
Lightsworn Barrier,NA,Continuous,Trap Card,NA,NA
Lightsworn Judgment,NA,Normal,Trap Card,NA,NA
Lightsworn Sabre,NA,Equip,Spell Card,NA,NA
Lightsworn Sanctuary,NA,Continuous,Spell Card,NA,NA
Lightwave Tuning,NA,Normal,Spell Card,NA,NA
"Lilith, Lady of Lament",DARK,Fiend,Effect Monster,NA,NA
Lillybot,LIGHT,Machine,Effect Monster,NA,NA
Limit Code,NA,Normal,Trap Card,NA,NA
Limit Impulse,NA,Normal,Trap Card,NA,NA
Limit Overdrive,NA,Quick-Play,Spell Card,NA,NA
Limit Reverse,NA,Continuous,Trap Card,NA,NA
Limiter Overload,NA,Normal,Trap Card,NA,NA
Limiter Removal,NA,Quick-Play,Spell Card,NA,NA
Lindbloom,EARTH,Wyrm,Effect Monster,NA,NA
Lineage of Destruction,NA,Normal,Trap Card,NA,NA
Linear Accelerator Cannon,NA,Normal,Spell Card,NA,NA
Linear Equation Cannon,NA,Normal,Trap Card,NA,NA
Linguriboh,DARK,Cyberse,Link Monster,NA,NA
Link Apple,FIRE,Cyberse,Effect Monster,NA,NA
Link Back,NA,Normal,Spell Card,NA,NA
Link Bound,NA,Quick-Play,Spell Card,NA,NA
Link Bumper,EARTH,Cyberse,Link Monster,NA,NA
Link Burst,NA,Normal,Spell Card,NA,NA
Link Devotee,EARTH,Cyberse,Link Monster,NA,NA
Link Disciple,LIGHT,Cyberse,Link Monster,NA,NA
Link Hole,NA,Normal,Spell Card,NA,NA
Link Infra-Flier,WIND,Cyberse,Effect Monster,NA,NA
Link Party,NA,Normal,Spell Card,NA,NA
Link Restart,NA,Counter,Trap Card,NA,NA
Link Spider,EARTH,Cyberse,Link Monster,NA,NA
Link Streamer,LIGHT,Cyberse,Effect Monster,NA,NA
Link Turret,NA,Continuous,Trap Card,NA,NA
Linkbelt Wall Dragon,EARTH,Dragon,Effect Monster,NA,NA
Linkerbell,EARTH,Fairy,Link Monster,NA,NA
Linkmail Archfiend,DARK,Cyberse,Link Monster,NA,NA
Linkross,LIGHT,Cyberse,Link Monster,Banned,Banned
Linkslayer,EARTH,Cyberse,Effect Monster,NA,NA
Linkuriboh,DARK,Cyberse,Link Monster,NA,NA
Lion Alligator,WATER,Reptile,Effect Monster,NA,NA
Lionhearted Locomotive,EARTH,Machine,Effect Monster,NA,NA
Liquid Beast,WATER,Aqua,Normal Monster,NA,NA
Lisark,EARTH,Beast,Normal Monster,NA,NA
Litmus Doom Ritual,NA,Ritual,Spell Card,NA,NA
Litmus Doom Swordsman,DARK,Warrior,Ritual Effect Monster,NA,NA
Little Chimera,FIRE,Beast,Effect Monster,NA,NA
Little D,EARTH,Dinosaur,Normal Monster,NA,NA
Little Fairy,LIGHT,Fairy,Effect Monster,NA,NA
Little Trooper,EARTH,Warrior,Effect Monster,NA,NA
Little-Winguard,WIND,Warrior,Effect Monster,NA,NA
Live☆Twin Channel,NA,Field,Spell Card,NA,NA
Live☆Twin Home,NA,Quick-Play,Spell Card,NA,NA
Live☆Twin Ki-sikil,LIGHT,Cyberse,Effect Monster,NA,NA
Live☆Twin Ki-sikil Frost,LIGHT,Aqua,Effect Monster,NA,NA
Live☆Twin Lil-la,DARK,Cyberse,Effect Monster,NA,NA
Live☆Twin Lil-la Treat,DARK,Zombie,Effect Monster,NA,NA
Living Fossil,NA,Equip,Spell Card,NA,NA
Living Vase,EARTH,Plant,Normal Monster,NA,NA
Lizard Soldier,WIND,Dragon,Normal Monster,NA,NA
Ljosalf of the Nordic Alfar,LIGHT,Spellcaster,Effect Monster,NA,NA
Localized Tornado,NA,Normal,Trap Card,NA,NA
Lock Cat,EARTH,Beast,Effect Monster,NA,NA
Lockout Gardna,EARTH,Cyberse,Effect Monster,NA,NA
Locomotion R-Genex,DARK,Machine,Synchro Monster,NA,NA
Loge's Flame,NA,Continuous,Trap Card,NA,NA
"Loki, Lord of the Aesir",DARK,Spellcaster,Synchro Monster,NA,NA
Lone Wolf,NA,Continuous,Trap Card,NA,NA
Lonefire Blossom,FIRE,Plant,Effect Monster,NA,Semi-Limited
